network_age,Aggregate_Total_Rev,Aggregate_SMS_Rev,Aggregate_Data_Rev,Aggregate_Data_Vol,Aggregate_Calls,Aggregate_ONNET_REV,Aggregate_OFFNET_REV,Aggregate_complaint_count,aug_user_type,sep_user_type,aug_fav_a,sep_fav_a,Class
2186,1313.1,0,0,2723323.222,471,0,0,1,,,ptcl,warid,Active
2189,1841.69,18.23,101.25,181525.6894,340,49351,43318,1,3G,3G,ufone,ufone,Churned
2257,3339.7824,106.73,118.75,513688.8028,378,145839,47207,2,,,warid,ufone,Active
2289,576.96,1.75,0,10628.832,153,3062,1291,14,3G,3G,ufone,ufone,Active
2338,66.2784,23.9,22.5,487.3584,3,24,179,2,3G,3G,ufone,ufone,Churned
2346,2491.132,28.68,56.25,582.2647,217,35632,64030,1,2G,2G,warid,ufone,Active
2347,465.7484,33.26,50,633833.6787,32,7129,3289,1,3G,3G,ufone,ptcl,Churned
2348,52.672,4.1,13.75,104.8828,56,660,0,1,2G,2G,ufone,ufone,Churned
2353,1553.15,15.75,2.5,170736.8311,359,12224,7607,3,2G,2G,ufone,ufone,Active
2366,746.8076,43.28,3.75,2156818.999,352,4522,30537,1,3G,2G,mobilink,ufone,Churned
2383,723.69,0,0,422807.1201,157,0,0,3,3G,3G,zong,ptcl,Active
2392,3170.14,5.25,41.25,8041.1484,353,54514,73881,1,Other,Other,0,ufone,Churned
2454,290.89,0,0,6983.4307,78,7733,13660,2,Other,Other,telenor,ufone,Active
2456,2916.7884,45.5,41.25,21719.1006,514,51292,123176,1,3G,3G,ptcl,ufone,Active
2467,528.75,8.84,3.75,281277.2725,99,5884,6208,2,3G,3G,ufone,ufone,Active
2559,511.5108,64.72,0,24.5625,58,1998,14184,1,3G,3G,ufone,ufone,Churned
2588,827.75,18.22,58.75,488987.1231,21,1932,2606,2,2G,2G,zong,ufone,Active
2630,1243.11,35.9,220,1078971.132,144,8220,40867,1,2G,3G,ufone,warid,Active
2673,627.954,13.71,18.75,2889777.257,55,2011,5095,3,Other,Other,ufone,ufone,Active
2684,2208.7,23.9,831.25,3999986.088,12,477,358,1,3G,3G,ufone,ufone,Churned
2724,1524.6784,5.98,47.5,6814872.646,350,16712,40668,2,Other,Other,zong,ufone,Active
2890,1288.52,5.98,115,880049.6084,69,622,1995,1,3G,3G,0,telenor,Active
2913,1085.382,61.57,108.75,6499202.161,68,1509,6553,2,3G,3G,zong,ufone,Churned
3077,1355.9676,8.75,157.5,3335808.418,75,5022,19195,2,Other,Other,zong,ufone,Active
3148,879,0,0,1414986.074,612,0,0,2,3G,3G,ufone,ufone,Active
3265,208.5608,23.49,2.5,27.9297,16,0,11457,1,Other,Other,mobilink,ptcl,Churned
3324,1397.63,26.98,1.25,726691.2451,289,0,716,6,3G,3G,ufone,ufone,Active
3639,2152.38,0.6,7.5,40.3311,163,12359,41957,1,2G,3G,telenor,ufone,Active
3649,1512.0452,85.88,50,1381688.899,143,9504,37304,1,3G,3G,warid,ufone,Churned
3670,824.52,42.17,47.5,15660515.58,220,8649,968,1,3G,3G,ptcl,ufone,Active
3677,1478.41,1.75,83.75,1052189.727,303,64107,4626,1,3G,3G,ufone,ufone,Active
3721,214.68,45.54,90,359042.4961,58,622,537,1,3G,3G,ptcl,ptcl,Churned
3770,458.5184,0,0,1022392.103,84,0,895,2,,,telenor,ufone,Churned
3878,2049.5724,68.82,140,776950.0147,341,22310,57112,2,3G,2G,ufone,ufone,Active
3888,1841.69,99.49,282.5,977056.7783,169,11973,64206,1,2G,2G,zong,warid,Churned
3960,3491.1348,98.86,75,1806876.763,767,18195,133928,11,3G,3G,ptcl,ufone,Active
3978,1458.574,0,0,6921.6201,1111,0,16146,1,3G,3G,mobilink,ufone,Active
4010,1587.75,63,12.5,165584.5928,540,63046,33681,2,3G,3G,zong,ufone,Active
4156,800.15,20.06,20,266728.0674,415,5227,18706,1,3G,3G,telenor,ufone,Churned
4190,967.0904,25.37,115,28293803.79,36,1235,9209,1,,,telenor,ufone,Active
4558,442.62,18.48,46.25,643193.666,49,5789,14078,1,3G,3G,ufone,ufone,Churned
4635,1361.478,5.89,22.5,155031212.8,31,156,7726,1,3G,3G,mobilink,ufone,Active
4742,1661.1492,57.62,77.5,4307.1953,216,16650,76213,1,2G,2G,warid,ufone,Churned
4874,1144.8,17.94,6.25,288638.6953,460,0,8431,1,3G,3G,telenor,ufone,Active
5451,174.77,28.87,0,72.1592,23,0,8648,2,3G,3G,mobilink,warid,Active
115,298.578,0,5.27,2368606.361,14,847,228,4,,3G,telenor,ufone,Active
202,733.51,11.15,1.86,2916819.267,306,7628,6671,1,Other,Other,ptcl,ptcl,Active
240,794.8828,12.59,55.8,325849.4277,136,3452,19940,1,Other,Other,zong,ufone,Active
241,212.796,36.23,1.24,125.9131,101,3400,7949,1,3G,3G,telenor,ufone,Churned
346,99.76,17.81,0,120.5049,28,2710,1622,2,3G,2G,ufone,ufone,Churned
372,68.748,19.12,2.48,51.8125,13,358,3232,1,Other,Other,warid,warid,Churned
387,210.088,5.28,9.03,168729.2031,61,2962,179,6,Other,Other,ufone,ufone,Active
411,536.1508,34.52,6.55,997233.5264,112,3172,12098,1,2G,3G,ptcl,ufone,Active
439,234.21,8.64,0.31,8.7021,32,5390,12974,1,3G,3G,ufone,ufone,Active
462,3099.46,0,178.87,2271782.651,833,2327,37510,12,Other,Other,ptcl,mobilink,Active
471,1241.4012,7.21,63.55,7209087.081,530,4904,12104,3,3G,3G,zong,ptcl,Churned
473,509.05,44.97,41.02,335596.8819,97,6124,7181,2,3G,3G,ufone,ufone,Churned
493,750.4532,8.16,86.49,2396710.231,46,11485,8812,1,3G,3G,ufone,warid,Active
579,518.09,82.68,0.31,3554442.543,17,1551,4591,1,3G,3G,ufone,warid,Active
610,734.698,48.92,4.03,937.6318,581,29382,6405,2,Other,Other,ufone,ufone,Active
619,41.7,24.52,0.93,248.5791,1,477,0,1,3G,3G,ufone,ufone,Churned
652,456.4188,0.6,12.09,10627445.77,43,1254,6404,1,3G,3G,zong,zong,Churned
673,289.308,0,26.04,686690.9707,3,525,0,1,3G,3G,ufone,ufone,Active
740,448.114,35.77,1.86,5675.3438,34,1660,15037,1,Other,Other,mobilink,ufone,Churned
756,1203.42,20.04,88.66,1218569.857,112,21177,167,7,3G,3G,warid,ufone,Active
761,1216.7528,25.92,76.57,67951093.38,332,5271,3924,3,3G,3G,mobilink,ufone,Active
802,636.264,3.47,0,396481.9531,83,5607,15163,1,3G,3G,mobilink,ufone,Active
802,738.452,22.26,23.87,13574188.58,190,7690,15432,1,3G,3G,mobilink,ufone,Active
803,71.614,16.27,0,2583.5283,2,358,0,1,2G,2G,ufone,ufone,Churned
808,841.356,25.84,24.8,59040.6368,131,7683,37913,1,3G,3G,telenor,ufone,Churned
813,840.466,1.08,9.3,1090308.83,271,13724,2600,9,3G,3G,ufone,ufone,Active
833,670.4316,41.6,16.12,14946.8125,74,9279,20201,6,3G,3G,mobilink,ufone,Churned
869,1813.2088,50.76,40.61,2342002.626,422,15486,4496,1,3G,3G,mobilink,ufone,Active
876,194.826,0.01,0,386.6338,44,10305,1753,1,Other,Other,ufone,ufone,Active
933,569.788,22.91,109.74,23344.958,85,13988,5462,1,3G,3G,ufone,ufone,Active
936,170.99,11.88,0,9810.959,43,5403,5725,1,2G,2G,zong,ufone,Active
938,831.59,6.48,188.48,1314517.2,18,2268,1467,3,2G,2G,ufone,ufone,Churned
946,205.48,4.55,23.25,1010220.822,38,4151,10267,4,3G,3G,zong,ufone,Active
954,1363.9172,21.1,60.14,2078796.036,357,1217,0,1,3G,3G,ufone,ufone,Active
977,265.73,33.48,1.24,18.0938,11,1229,704,2,3G,3G,ufone,ufone,Active
978,368.76,10.56,19.22,50045.6182,43,742,2147,1,3G,3G,warid,ufone,Churned
997,1165.5928,2.16,65.41,6096582.927,395,6225,4545,3,3G,3G,zong,ufone,Active
1012,1560.1156,14.04,226.3,3126093.298,64,14503,12402,1,3G,3G,warid,mobilink,Active
1016,574.7668,11.88,31.31,3338611.233,31,7672,632,1,3G,3G,ptcl,ufone,Churned
1080,1370.3732,8.64,83.39,1475066.464,149,35907,2600,1,3G,3G,ufone,ufone,Active
1104,509.6652,14.11,22.94,795303.6104,37,1551,7013,5,3G,3G,ufone,ufone,Churned
1127,1632.44,1.08,29.76,267366.5439,401,42734,33630,3,2G,2G,zong,ufone,Active
1129,632.65,0,1.55,900906.9424,11,2350,0,1,3G,3G,ufone,ufone,Active
1147,366.896,46.27,1.55,170.0156,82,6014,10447,2,3G,3G,telenor,ufone,Churned
1209,699.21,0,0.62,2868393.475,60,13477,5879,1,,,0,ufone,Active
1259,460.1252,38.02,44.95,1542776.935,27,3054,1944,1,Other,Other,ufone,ufone,Churned
1310,553.08,56.46,82.46,455697.4336,41,4832,7501,1,3G,3G,ufone,ufone,Churned
1335,1172.156,0.6,1.24,1446.125,207,18100,11915,1,3G,3G,warid,ufone,Active
1410,1584.3,8.64,126.48,4922133.115,750,847,4323,1,2G,2G,zong,ufone,Active
1438,1134.546,27.72,274.97,5869747.645,51,6250,6512,1,3G,3G,ptcl,ufone,Active
1607,890.34,4.78,0.62,2952394.18,417,0,0,1,3G,3G,ufone,ufone,Active
1628,729.996,21.51,0.62,48.2852,157,6847,31246,1,2G,2G,mobilink,ufone,Active
1630,978.498,16.73,2.48,633.0381,6,978,1121,1,Other,Other,ufone,ufone,Churned
1654,516.354,41.14,1.86,4175.2608,92,18510,477,1,2G,2G,mobilink,ufone,Active
1661,566.498,5.76,0,780.5566,234,2537,11257,1,Other,Other,zong,ufone,Active
1742,177.9556,32.54,0,4096.9658,24,1372,5760,1,Other,Other,ufone,telenor,Churned
1910,246.9348,22.8,2.17,13070.3477,174,12671,732,1,Other,Other,ufone,ptcl,Active
2037,2272.5,51.84,354.02,12452709.61,214,358,167,1,3G,3G,warid,ufone,Active
2051,2524.924,30.47,336.35,587053.1972,337,20668,98951,1,3G,3G,telenor,ufone,Churned
2109,856.0384,21.6,237.15,3814302.774,37,6169,4007,6,3G,3G,0,ufone,Active
2163,1120.1504,41.17,23.87,83108.7657,279,7465,37503,2,3G,3G,ufone,ufone,Active
2184,1896.86,65.91,97.03,1621804.077,195,31601,53998,1,3G,3G,telenor,ufone,Churned
2201,326.95,14.96,0.31,1.0762,71,16994,7776,2,3G,3G,ptcl,ufone,Churned
2316,426.628,0,102.3,287544.4825,36,6335,4508,3,2G,2G,ptcl,ufone,Active
2320,553.9008,10.76,47.74,9587.9639,101,13155,19487,5,3G,3G,warid,ufone,Active
2392,980.896,75.53,16.12,203520.3027,141,36930,16341,2,Other,Other,telenor,ufone,Churned
2762,555.804,16.22,1.86,647323.0293,197,4821,13725,2,,,ufone,ufone,Active
2789,2592.148,238.13,0.31,3.5566,338,51329,91774,1,3G,3G,telenor,telenor,Churned
2793,996.714,8.64,3.72,580.9766,253,42736,16313,3,2G,2G,telenor,ufone,Active
3196,507.4964,14.37,86.21,353274.6308,23,2112,2469,2,2G,2G,ptcl,ufone,Active
3219,467.88,16.73,0.31,2009279.905,230,716,0,5,3G,3G,telenor,ufone,Churned
3419,1005.11,0,0.62,4884453.493,170,358,0,2,3G,3G,zong,ufone,Active
3517,552.754,3.24,22.32,545011.997,10,179,9563,2,2G,2G,ptcl,ptcl,Churned
3691,1245.89,44.74,7.13,1137.2705,636,14665,8125,2,2G,2G,ptcl,ufone,Active
3702,65.498,33.23,1.55,114.2627,6,895,0,1,,,ufone,ufone,Churned
3975,523.4804,4.32,36.89,6139533.046,11,609,2349,1,3G,3G,telenor,ufone,Active
4155,1700.83,11.71,9.3,2088104.617,1271,35508,21085,9,3G,3G,ptcl,ufone,Active
5344,2018.578,37.7,66.65,26044.1192,921,12736,14745,3,3G,3G,ufone,ufone,Active
1792,332.1136,82.68,77.5,51063.2988,23,3956,2280,3,Other,Other,ptcl,ptcl,Churned
1486,535.2984,28.87,75,663773.7119,34,6992,2999,1,3G,3G,ufone,ufone,Churned
100,514.4684,0,0,91824.9209,141,992,609,1,2G,2G,warid,ufone,Active
104,470.66,0,0,118357.4561,109,0,895,2,,,warid,ufone,Active
107,621.49,151.75,1.25,60931.5264,54,0,537,1,3G,3G,ptcl,ufone,Active
117,609.59,11.24,82.5,193627.9316,100,9872,11520,11,3G,,ptcl,ufone,Active
146,546.65,28.64,12.5,106060.4463,87,1470,37670,1,3G,3G,telenor,telenor,Active
149,1351.0156,40.25,52.5,14157.3994,534,45201,23472,3,3G,3G,zong,ufone,Active
324,457.972,20.24,18.75,767.2188,72,6394,24345,1,3G,3G,ptcl,telenor,Churned
395,972.0264,30.66,127.5,4537371.109,375,48,12786,4,3G,3G,warid,ufone,Churned
451,1022.4,11.23,30,2651372.843,500,0,537,2,3G,3G,zong,ufone,Active
464,1248.5104,14,40,1091314.839,489,3478,44349,1,3G,,mobilink,ufone,Active
682,638.0412,64.95,3.75,1966650.778,311,4458,3678,4,,,telenor,ufone,Active
769,464.36,3.5,96.25,5232139.294,38,5474,6644,1,Other,Other,mobilink,ptcl,Active
851,1383.39,0,72.5,109849583.7,403,0,537,4,3G,3G,mobilink,ufone,Active
988,280.828,0,65,435771.8584,5,490,1338,2,3G,3G,ptcl,ptcl,Churned
1105,53.88,0,1.25,615282.6914,23,0,0,1,3G,3G,ufone,ufone,Active
1144,2702.35,47.84,48.75,3390.0625,431,60102,131525,1,3G,3G,mobilink,mobilink,Active
1168,480.35,14.34,18.75,1710923.704,226,0,358,1,3G,3G,mobilink,ufone,Churned
1221,769.0684,12.82,51.25,1609946.444,523,2379,8867,1,3G,3G,mobilink,ufone,Churned
1223,115.272,7.17,55,164326.9375,2,0,358,1,2G,2G,ptcl,ptcl,Churned
1262,311.65,17.5,3.75,95451.3741,5,275,358,1,2G,2G,ptcl,ptcl,Active
1267,55.63,14.34,1.25,5.7637,9,12,2270,2,Other,Other,ufone,ptcl,Churned
1268,898.31,137.65,5,131.457,84,26304,27511,1,,,ptcl,ufone,Churned
1272,639.97,0,2.5,14152.6348,65,18603,8389,2,3G,3G,ufone,ufone,Active
1272,1932.6,75.85,56.25,186187.7725,220,10087,88726,1,3G,3G,zong,zong,Churned
1276,683.2504,11.96,85,561798.5225,6,0,1529,2,,,warid,warid,Churned
1280,187.7508,0,67.5,1754292.925,127,36,3208,1,2G,2G,warid,ufone,Churned
1294,876.5,34.12,98.75,507507.0127,89,30069,23196,2,3G,3G,mobilink,ufone,Active
1295,1758.294,64.19,81.25,24964670.83,331,12609,18226,2,,,ptcl,ufone,Active
1310,982.206,59.84,50,1163532.41,52,4770,14055,1,2G,2G,mobilink,ptcl,Churned
1316,418.5664,162.78,2.5,54.8457,50,1494,12441,1,2G,2G,zong,ptcl,Churned
1332,1449.67,34.71,22.5,1136535.712,423,15568,7470,1,3G,3G,warid,ufone,Active
1342,76.92,11.96,1.25,7.5146,5,251,1004,2,3G,3G,zong,mobilink,Active
1359,1626.0704,69.99,1.25,8793.0039,1264,24543,4670,5,Other,Other,zong,ufone,Active
1361,204.3128,28.05,2.5,1.1426,36,966,10314,1,Other,Other,warid,zong,Churned
1387,53.356,7.17,17.5,823.9795,4,0,1171,1,2G,2G,mobilink,ptcl,Churned
1397,196.908,11.31,10,196.5947,48,1996,12837,1,Other,Other,mobilink,mobilink,Churned
1399,1073.018,28.64,60,7174325.615,153,5176,48808,1,,,telenor,telenor,Active
1399,1467.4008,58.52,26.25,191934.6592,251,8904,72189,1,3G,3G,mobilink,warid,Churned
1410,109.28,21.13,58.75,3723135.191,8,0,2054,1,Other,Other,telenor,ptcl,Churned
1418,1356.54,0,0,91485.7813,359,0,20434,1,3G,3G,ufone,ufone,Active
1419,843.0604,23.1,13.75,510439.3584,210,9952,4446,1,Other,Other,ufone,ufone,Active
1420,1377.9204,21,45,1004668.231,275,323,10361,1,3G,3G,zong,ufone,Active
1427,2621.68,0,167.5,487505.8535,616,0,37351,1,3G,3G,ptcl,ufone,Active
1439,1080.62,15.75,10,2591950.424,166,0,358,2,3G,3G,ufone,ptcl,Active
1461,116.708,43.49,1.25,21.0059,16,1745,3561,1,3G,3G,ptcl,mobilink,Churned
1480,140.19,16.73,5,1223909.023,39,408,1350,1,3G,3G,ptcl,ufone,Churned
1489,142.3388,9.56,0,517720.3789,69,813,6680,1,Other,Other,warid,warid,Churned
1525,457.97,0,12.5,569109.3477,132,0,179,1,,,zong,ufone,Active
1532,1160.52,8.92,1.25,13.6055,111,6678,68051,1,3G,3G,ptcl,ptcl,Churned
1548,804.9448,24.5,117.5,22778646.62,25,5247,5855,1,3G,3G,ptcl,ufone,Active
1552,422.11,14.6,68.75,20415.502,15,980,4409,1,3G,3G,telenor,ptcl,Active
1558,1035.7704,8.75,10,1454622.967,716,2689,3153,10,3G,3G,telenor,ufone,Active
1651,192.2804,39.23,46.25,27025.8789,18,1040,3573,1,3G,3G,telenor,ufone,Churned
1654,76.41,11.31,13.75,382170.5908,47,96,1123,1,3G,3G,warid,ufone,Churned
1668,3324.68,116.54,638.75,2416132.183,425,31716,74031,1,2G,3G,ufone,ufone,Churned
1687,875.4,0,0,750989.0469,113,0,0,1,,,warid,warid,Active
1698,470.5904,38.23,5,49852.2002,66,10828,16182,1,3G,3G,zong,mobilink,Active
1702,2318.38,7.73,0,71315.0557,299,251,179,2,3G,3G,ufone,ufone,Active
1729,664.4712,28.43,1.25,292.4404,126,11520,31839,1,3G,3G,ufone,warid,Churned
1730,2056.738,71.92,1.25,4.6494,462,35856,127284,1,3G,3G,mobilink,telenor,Churned
1771,396.212,5.85,1.25,4.1377,50,17497,2940,1,,,zong,ufone,Active
1795,1024.846,111.99,10,493671.9863,149,18202,40730,2,,,mobilink,zong,Active
1822,1004.2796,21.38,8.75,144950.4023,241,10255,56951,1,2G,3G,ptcl,warid,Churned
1888,1706.1256,5.25,20,1639.4072,314,58550,73561,1,,3G,telenor,ufone,Active
1915,940.674,0,21.25,248445.0889,122,19614,12871,1,2G,2G,ptcl,ufone,Active
2004,1569.7088,73.36,80,2210434.411,525,0,14707,3,3G,3G,zong,ufone,Active
2157,1579.57,110.14,88.75,11968.4521,259,16709,79706,1,3G,3G,mobilink,warid,Churned
2292,38.972,19.38,2.5,422.5977,4,0,1171,1,3G,3G,mobilink,mobilink,Churned
2299,1535.12,3.5,8.75,1389757.406,423,2259,2247,1,2G,3G,warid,ufone,Active
2541,1373.32,44.13,51.25,1696497.013,427,0,46259,1,3G,2G,mobilink,ufone,Churned
2653,1742.2884,10.76,340,4675271.904,220,9298,10669,2,3G,3G,ptcl,ufone,Churned
3653,953.24,23.9,10,565084.7032,560,0,38956,1,3G,3G,zong,ufone,Churned
3673,624.352,21.17,3.75,1675076.255,436,4386,6860,1,3G,3G,telenor,ufone,Churned
3699,2857.1808,21.87,3.75,75525.0556,594,9501,158521,1,,,warid,ufone,Active
3819,1205.5304,78.64,78.75,2128472.938,94,15524,8149,3,3G,3G,ptcl,ufone,Active
3860,1304.442,93.01,0,1149525.693,162,1004,18283,1,3G,3G,ufone,ufone,Active
3882,1448.37,35.44,76.25,1906632.362,1009,0,358,2,3G,3G,mobilink,ufone,Active
3962,283.568,0.01,11.25,7992730.518,9,60,788,7,2G,3G,ufone,ufone,Active
4155,1059.454,0.03,1.25,793819.2588,444,10516,1611,1,3G,3G,telenor,ufone,Active
4246,461.03,0,5,1807971.923,260,0,537,1,3G,3G,zong,ufone,Active
4639,1032.86,9.62,0,133045.291,159,7493,5832,3,,3G,telenor,ufone,Churned
5181,1034.29,1.75,1.25,1354.7891,15,741,5414,2,2G,2G,0,warid,Active
108,467.57,0.01,0,148574.2373,60,0,1790,2,3G,3G,ufone,ufone,Active
284,880.77,0,0,84606.3692,932,0,537,1,3G,3G,ptcl,ufone,Active
1902,1049.77,1.5,0,289828.3056,141,0,9822,1,3G,3G,telenor,zong,Active
4151,1545.0036,6.13,50,266792.7255,757,1494,50692,2,3G,3G,zong,ptcl,Active
4637,1600.4668,7.65,2.5,2426745.935,536,2044,5642,2,3G,3G,mobilink,ufone,Active
1856,646.1308,3.5,67.5,95443.8779,73,13961,1039,1,2G,2G,ufone,ufone,Active
3085,884.97,0.01,0,2103930.688,439,0,358,1,3G,3G,ptcl,ufone,Active
1779,1219.9,21.98,180,4179691.603,19,1908,4456,2,3G,3G,ptcl,ptcl,Churned
2774,652.63,4.14,57.5,2166006.274,526,741,716,1,3G,3G,warid,ufone,Active
2796,1179.39,2.35,72.5,19744956.26,191,8928,36879,2,3G,3G,zong,ufone,Active
2802,665.318,18.48,2.5,1825127.302,174,477,6679,1,3G,3G,mobilink,ptcl,Churned
